"","date","trt","bed","range","psi","time","plot","gt","campaign"
"1050","24aug21_","c",69,4,0.222,6,"c_69_4",6,"third"
"1051","24aug21_","c",65,5,0.237,6,"c_65_5",2,"third"
"1052","24aug21_","c",55,12,0.143,6,"c_55_12",9,"third"
"1053","24aug21_","c",51,10,0.186,6,"c_51_10",5,"third"
"1054","24aug21_","c",47,5,0.203,6,"c_47_5",1,"third"
"1055","24aug21_","c",45,13,0.223,6,"c_45_13",7,"third"
"1056","24aug21_","c",41,3,0.294,6,"c_41_3",14,"third"
"1057","25aug21_","d",83,13,1.301,13,"d_83_13",12,"third"
"1058","25aug21_","d",85,4,0.815,13,"d_85_4",4,"third"
"1059","25aug21_","d",87,14,1.156,13,"d_87_14",2,"third"
"1060","25aug21_","d",91,10,0.826,13,"d_91_10",5,"third"
"1061","25aug21_","d",93,7,1.235,13,"d_93_7",1,"third"
"1062","25aug21_","d",93,14,0.495,13,"d_93_14",14,"third"
"1063","25aug21_","d",101,10,0.704,13,"d_101_10",10,"third"
"1064","25aug21_","d",101,6,0.687,13,"d_101_6",3,"third"
"1065","25aug21_","d",103,5,1.266,13,"d_103_5",7,"third"
"1066","25aug21_","d",107,9,0.475,13,"d_107_9",5,"third"
"1067","25aug21_","d",107,12,1.03,13,"d_107_12",11,"third"
"1068","25aug21_","d",111,9,0.475,13,"d_111_9",14,"third"
"1069","25aug21_","c",135,5,1.048,13,"c_135_5",4,"third"
"1070","25aug21_","c",125,10,0.576,13,"c_125_10",6,"third"
"1071","25aug21_","c",125,11,0.544,13,"c_125_11",14,"third"
"1072","25aug21_","c",123,13,NA,13,"c_123_13",10,"third"
"1073","25aug21_","c",119,7,0.649,13,"c_119_7",13,"third"
"1074","25aug21_","c",115,8,NA,13,"c_115_8",9,"third"
"1075","25aug21_","c",113,5,0.777,13,"c_113_5",1,"third"
"1076","25aug21_","c",113,2,0.736,13,"c_113_2",5,"third"
"1077","25aug21_","c",111,9,0.683,13,"c_111_9",3,"third"
"1078","25aug21_","c",103,10,0.509,13,"c_103_10",3,"third"
"1079","25aug21_","c",99,11,0.813,13,"c_99_11",8,"third"
"1080","25aug21_","c",99,3,0.695,13,"c_99_3",6,"third"
"1081","25aug21_","d",83,13,1.251,13,"d_83_13",12,"third"
"1082","25aug21_","d",85,4,1.093,13,"d_85_4",4,"third"
"1083","25aug21_","d",87,14,0.928,13,"d_87_14",2,"third"
"1084","25aug21_","d",91,10,0.39,13,"d_91_10",5,"third"
"1085","25aug21_","d",93,7,1.315,13,"d_93_7",1,"third"
"1086","25aug21_","d",93,14,1.107,13,"d_93_14",14,"third"
"1087","25aug21_","d",101,10,0.614,13,"d_101_10",10,"third"
"1088","25aug21_","d",101,6,0.723,13,"d_101_6",3,"third"
"1089","25aug21_","d",103,5,0.909,13,"d_103_5",7,"third"
"1090","25aug21_","d",107,9,0.571,13,"d_107_9",5,"third"
"1091","25aug21_","d",107,12,1.207,13,"d_107_12",11,"third"
"1092","25aug21_","d",111,9,0.5,13,"d_111_9",14,"third"
"1093","25aug21_","c",135,5,0.952,13,"c_135_5",4,"third"
"1094","25aug21_","c",125,10,0.522,13,"c_125_10",6,"third"
"1095","25aug21_","c",125,11,1.014,13,"c_125_11",14,"third"
"1096","25aug21_","c",123,13,NA,13,"c_123_13",10,"third"
"1097","25aug21_","c",119,7,0.823,13,"c_119_7",13,"third"
"1098","25aug21_","c",115,8,NA,13,"c_115_8",9,"third"
"1099","25aug21_","c",113,5,0.888,13,"c_113_5",1,"third"
"1100","25aug21_","c",113,2,0.776,13,"c_113_2",5,"third"
"1101","25aug21_","c",111,9,0.65,13,"c_111_9",3,"third"
"1102","25aug21_","c",103,10,0.347,13,"c_103_10",3,"third"
"1103","25aug21_","c",99,11,1.15,13,"c_99_11",8,"third"
"1104","25aug21_","c",99,3,0.821,13,"c_99_3",6,"third"
"1105","25aug21_","d",83,13,NA,6,"d_83_13",12,"third"
"1106","25aug21_","d",85,4,0.479,6,"d_85_4",4,"third"
"1107","25aug21_","d",87,14,0.348,6,"d_87_14",2,"third"
"1108","25aug21_","d",91,10,0.535,6,"d_91_10",5,"third"
"1109","25aug21_","d",93,7,0.306,6,"d_93_7",1,"third"
"1110","25aug21_","d",93,14,0.414,6,"d_93_14",14,"third"
"1111","25aug21_","d",101,10,0.381,6,"d_101_10",10,"third"
"1112","25aug21_","d",101,6,0.481,6,"d_101_6",3,"third"
"1113","25aug21_","d",103,5,0.617,6,"d_103_5",7,"third"
"1114","25aug21_","d",107,9,0.419,6,"d_107_9",5,"third"
"1115","25aug21_","d",107,12,0.475,6,"d_107_12",11,"third"
"1116","25aug21_","d",111,9,0.38,6,"d_111_9",14,"third"
"1117","25aug21_","c",135,5,0.313,6,"c_135_5",4,"third"
"1118","25aug21_","c",125,10,0.214,6,"c_125_10",6,"third"
"1119","25aug21_","c",125,11,0.227,6,"c_125_11",14,"third"
"1120","25aug21_","c",123,13,NA,6,"c_123_13",10,"third"
"1121","25aug21_","c",119,7,0.231,6,"c_119_7",13,"third"
"1122","25aug21_","c",115,8,NA,6,"c_115_8",9,"third"
"1123","25aug21_","c",113,5,0.183,6,"c_113_5",1,"third"
"1124","25aug21_","c",113,2,0.23,6,"c_113_2",5,"third"
"1125","25aug21_","c",111,9,0.193,6,"c_111_9",3,"third"
"1126","25aug21_","c",103,10,0.167,6,"c_103_10",3,"third"
"1127","25aug21_","c",99,11,0.322,6,"c_99_11",8,"third"
"1128","25aug21_","c",99,3,0.146,6,"c_99_3",6,"third"
"1129","25aug21_","d",83,13,NA,6,"d_83_13",12,"third"
"1130","25aug21_","d",85,4,0.567,6,"d_85_4",4,"third"
"1131","25aug21_","d",87,14,0.414,6,"d_87_14",2,"third"
"1132","25aug21_","d",91,10,0.446,6,"d_91_10",5,"third"
"1133","25aug21_","d",93,7,0.478,6,"d_93_7",1,"third"
"1134","25aug21_","d",93,14,0.315,6,"d_93_14",14,"third"
"1135","25aug21_","d",101,10,0.404,6,"d_101_10",10,"third"
"1136","25aug21_","d",101,6,0.368,6,"d_101_6",3,"third"
"1137","25aug21_","d",103,5,0.498,6,"d_103_5",7,"third"
"1138","25aug21_","d",107,9,0.385,6,"d_107_9",5,"third"
"1139","25aug21_","d",107,12,0.554,6,"d_107_12",11,"third"
"1140","25aug21_","d",111,9,0.217,6,"d_111_9",14,"third"
"1141","25aug21_","c",135,5,0.251,6,"c_135_5",4,"third"
"1142","25aug21_","c",125,10,0.301,6,"c_125_10",6,"third"
"1143","25aug21_","c",125,11,0.252,6,"c_125_11",14,"third"
"1144","25aug21_","c",123,13,NA,6,"c_123_13",10,"third"
"1145","25aug21_","c",119,7,0.297,6,"c_119_7",13,"third"
"1146","25aug21_","c",115,8,NA,6,"c_115_8",9,"third"
"1147","25aug21_","c",113,5,0.34,6,"c_113_5",1,"third"
"1148","25aug21_","c",113,2,0.267,6,"c_113_2",5,"third"
"1149","25aug21_","c",111,9,0.23,6,"c_111_9",3,"third"
"1150","25aug21_","c",103,10,0.238,6,"c_103_10",3,"third"
"1151","25aug21_","c",99,11,0.335,6,"c_99_11",8,"third"
"1152","25aug21_","c",99,3,0.214,6,"c_99_3",6,"third"
